<"AMWIBULQ4S8K3"><"ABMPX2Y2IRBMG"><"A3O7X46E3REM7I"><"ABMPX2Y2IRBMG"><"A4J4GGMKJ68L0"><"A2C2WXXKJOLCZ2"><"A4J4GGMKJ68L0"><"AZLZA0Q87TJZO"><"A1Z6F6EIUJFC6T"><"AMWIBULQ4S8K3"><"A1Z6F6EIUJFC6T"><"AZLZA0Q87TJZO"><"A4J4GGMKJ68L0"><"AMWIBULQ4S8K3"><"A2MCG5W6LHSRG9"><"A1Z6F6EIUJFC6T"><"A2MCG5W6LHSRG9"><"A31Z5TPD8QKE26"><"A34QZDSTKZ3JO9"><"ABMPX2Y2IRBMG"><"A3O7X46E3REM7I"><"A1Z6F6EIUJFC6T"><"A2MCG5W6LHSRG9"><"A3O7X46E3REM7I"><"A4J4GGMKJ68L0"><"ABMPX2Y2IRBMG"><"A1Z6F6EIUJFC6T"><"A31Z5TPD8QKE26"><"A4J4GGMKJ68L0"><"ABMPX2Y2IRBMG"><"A1Z6F6EIUJFC6T"><"A4J4GGMKJ68L0"><"A3O7X46E3REM7I"><"AZLZA0Q87TJZO"><"ABMPX2Y2IRBMG"><"A3O7X46E3REM7I"><"A1F1BIPJR11LSR"><"A2MCG5W6LHSRG9"><"A4J4GGMKJ68L0"><"A2MCG5W6LHSRG9"><"A3O7X46E3REM7I"><"A4J4GGMKJ68L0"><"AZLZA0Q87TJZO"><"A4J4GGMKJ68L0"><"A3O7X46E3REM7I"><"A1J0GU26323WVA"><"ABMPX2Y2IRBMG"><"A4J4GGMKJ68L0"><"A2MCG5W6LHSRG9"><"A4J4GGMKJ68L0"><"A4J4GGMKJ68L0"><"A31Z5TPD8QKE26"><"A3O7X46E3REM7I"><"A4J4GGMKJ68L0"><"A31Z5TPD8QKE26"><"ABMPX2Y2IRBMG"><"A31Z5TPD8QKE26"><"ABMPX2Y2IRBMG"><"A299J4PKHAEU9H"><"AMWIBULQ4S8K3"><"A34QZDSTKZ3JO9"><"ABMPX2Y2IRBMG"><"A1Z6F6EIUJFC6T"><"A9HQ3E0F2AGVO"><"ABMPX2Y2IRBMG"><"A9HQ3E0F2AGVO"><"A1F1BIPJR11LSR"><"A31Z5TPD8QKE26"><"A2MCG5W6LHSRG9"><"A299J4PKHAEU9H"><"A1Z6F6EIUJFC6T"><"AZLZA0Q87TJZO"><"A31Z5TPD8QKE26"><"ABMPX2Y2IRBMG"><"AMWIBULQ4S8K3"><"A2MCG5W6LHSRG9"><"A1Z6F6EIUJFC6T"><"A299J4PKHAEU9H"><"A2MCG5W6LHSRG9"><"A4J4GGMKJ68L0"><"A31Z5TPD8QKE26"><"A3O7X46E3REM7I"><"A2MCG5W6LHSRG9"><"A31Z5TPD8QKE26"><"ABMPX2Y2IRBMG"><"AZLZA0Q87TJZO"><"A31Z5TPD8QKE26"><"AZLZA0Q87TJZO"><"A1Z6F6EIUJFC6T"><"A31Z5TPD8QKE26"><"A2MCG5W6LHSRG9"><"A9HQ3E0F2AGVO"><"ABMPX2Y2IRBMG"><"AZLZA0Q87TJZO"><"A2MCG5W6LHSRG9"><"A1Z6F6EIUJFC6T"><"A2MCG5W6LHSRG9"><"AMWIBULQ4S8K3"><"ABMPX2Y2IRBMG"><"A2MCG5W6LHSRG9"><"A1F1BIPJR11LSR"><"A2MCG5W6LHSRG9"><"A2MCG5W6LHSRG9"><"AZLZA0Q87TJZO"><"A31Z5TPD8QKE26"><"A3O7X46E3REM7I"><"A2MCG5W6LHSRG9"><"A9HQ3E0F2AGVO"><"AZLZA0Q87TJZO"><"A31Z5TPD8QKE26"><"A2MCG5W6LHSRG9"><"A4J4GGMKJ68L0"><"A4J4GGMKJ68L0"><"A34QZDSTKZ3JO9"><"A1J0GU26323WVA"><"ADJ9I7ZBFYFH7"><"A1Z6F6EIUJFC6T"><"A3KU8DC7HJOGCM"><"AMWIBULQ4S8K3"><"A9HQ3E0F2AGVO"><"A4J4GGMKJ68L0"><"A31Z5TPD8QKE26"><"A1Z6F6EIUJFC6T"><"A4J4GGMKJ68L0"><"A9HQ3E0F2AGVO"><"A4J4GGMKJ68L0"><"ADJ9I7ZBFYFH7"><"A9HQ3E0F2AGVO"><"A1Z6F6EIUJFC6T"><"A31Z5TPD8QKE26"><"A4J4GGMKJ68L0"><"A1Z6F6EIUJFC6T"><"A3O7X46E3REM7I"><"ABMPX2Y2IRBMG"><"A2MCG5W6LHSRG9"><"A34QZDSTKZ3JO9"><"A4J4GGMKJ68L0"><"ABMPX2Y2IRBMG"><"A31Z5TPD8QKE26"><"A3O7X46E3REM7I"><"A2MCG5W6LHSRG9"><"AZLZA0Q87TJZO"><"A2MCG5W6LHSRG9"><"AZLZA0Q87TJZO"><"A3O7X46E3REM7I"><"A1Z6F6EIUJFC6T"><"A2MCG5W6LHSRG9"><"ADJ9I7ZBFYFH7"><"ABMPX2Y2IRBMG"><"A2MCG5W6LHSRG9"><"A1Z6F6EIUJFC6T"><"ABMPX2Y2IRBMG"><"A4J4GGMKJ68L0"><"A2MCG5W6LHSRG9"><"A299J4PKHAEU9H"><"A4J4GGMKJ68L0"><"A2MCG5W6LHSRG9"><"A2MCG5W6LHSRG9"><"AZLZA0Q87TJZO"><"A299J4PKHAEU9H"><"A4J4GGMKJ68L0"><"A3O7X46E3REM7I"><"AZLZA0Q87TJZO"><"A9HQ3E0F2AGVO"><"ABMPX2Y2IRBMG"><"A1Z6F6EIUJFC6T"><"A1Z6F6EIUJFC6T"><"A1F1BIPJR11LSR"><"A4J4GGMKJ68L0"><"A299J4PKHAEU9H"><"AMG9Y1YLBTKIV"><"A31Z5TPD8QKE26"><"A2MCG5W6LHSRG9"><"AZLZA0Q87TJZO"><"A2MCG5W6LHSRG9"><"AMWIBULQ4S8K3"><"A4J4GGMKJ68L0"><"AZLZA0Q87TJZO"><"A2MCG5W6LHSRG9"><"AZLZA0Q87TJZO"><"A1Z6F6EIUJFC6T"><"A1Z6F6EIUJFC6T"><"A1Z6F6EIUJFC6T"><"A4J4GGMKJ68L0"><"A9HQ3E0F2AGVO"><"A4J4GGMKJ68L0"><"A2MCG5W6LHSRG9"><"AZLZA0Q87TJZO"><"A31Z5TPD8QKE26"><"A3O7X46E3REM7I"><"A9HQ3E0F2AGVO"><"A31Z5TPD8QKE26"><"AMWIBULQ4S8K3"><"A1F1BIPJR11LSR"><"A3SLY0SJLJZ0J1"><"A31Z5TPD8QKE26"><"ABMPX2Y2IRBMG"><"AZLZA0Q87TJZO"><"A4J4GGMKJ68L0"><"A6DX45U3O1CR"><"A4J4GGMKJ68L0"><"A3O7X46E3REM7I"><"ABMPX2Y2IRBMG"><"A2MCG5W6LHSRG9"><"AZLZA0Q87TJZO"><"ABMPX2Y2IRBMG"><"AMG9Y1YLBTKIV"><"A3O7X46E3REM7I"><"A4J4GGMKJ68L0"><"AZLZA0Q87TJZO"><"A1J0GU26323WVA"><"A1Z6F6EIUJFC6T"><"A31Z5TPD8QKE26"><"A2MCG5W6LHSRG9"><"A31Z5TPD8QKE26"><"ABMPX2Y2IRBMG"><"AZLZA0Q87TJZO"><"A2MCG5W6LHSRG9"><"A4J4GGMKJ68L0"><"A31Z5TPD8QKE26">
Number of hits: 220
Number of Turkers: 19
"A2MCG5W6LHSRG9",33
"A4J4GGMKJ68L0",32
"ABMPX2Y2IRBMG",24
"A1Z6F6EIUJFC6T",23
"A31Z5TPD8QKE26",23
"AZLZA0Q87TJZO",22
"A3O7X46E3REM7I",17
"A9HQ3E0F2AGVO",10
"AMWIBULQ4S8K3",9
"A299J4PKHAEU9H",6
"A1F1BIPJR11LSR",5
"A34QZDSTKZ3JO9",4
"ADJ9I7ZBFYFH7",3
"A1J0GU26323WVA",3
"AMG9Y1YLBTKIV",2
"A6DX45U3O1CR",1
"A2C2WXXKJOLCZ2",1
"A3SLY0SJLJZ0J1",1
"A3KU8DC7HJOGCM",1
220 should equal 220
