"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.goldResponse","Input.word01","Input.word02","Input.goldVerify","Answer.category.label","Approve","Reject"
"39XCQ6V3KX36UFXI25P3KFGTD4X656","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:37 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:37 PST 2020","","","3U84XHCDICCT9QBNG78505Z0MSLZ4T","AMWIBULQ4S8K3","Submitted","Wed Dec 16 09:37:23 PST 2020","Wed Dec 16 09:37:32 PST 2020","Wed Dec 16 12:37:32 PST 2020","","","","9","100% (60/60)","100% (48/48)","100% (48/48)","Y","health","illness","Y","NO, these are NOT opposites"
"35U0MRQMUI6DHFI18STA5DWJBSSOVJ","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:37 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:37 PST 2020","","","3H0W84IWBK12Z1MPVWQ5NO9SQ0WREY","ABMPX2Y2IRBMG","Submitted","Wed Dec 16 09:37:46 PST 2020","Wed Dec 16 09:59:03 PST 2020","Wed Dec 16 12:59:03 PST 2020","","","","1277","100% (4/4)","0% (0/0)","0% (0/0)","Y","eukaryote","prokaryote","Y","NO, these are NOT opposites"
"32CXT5U14F2AJ86LWLU9C540IGG8UC","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:37 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:37 PST 2020","","","39RP059MEHSDVIXDGXSY0H9XHGKMB5","A3O7X46E3REM7I","Submitted","Wed Dec 16 09:38:23 PST 2020","Wed Dec 16 10:13:30 PST 2020","Wed Dec 16 13:13:30 PST 2020","","","","2107","0% (0/0)","0% (0/0)","0% (0/0)","Y","invertebrate","vertebrate","Y","YES, these are OPPOSITES"
"3X2LT8FDHVHNBCVQRL9AUTPX3WR8WB","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:37 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:37 PST 2020","","","3KKG4CDWKIXE3ZTAC9E6NHX77PX49J","ABMPX2Y2IRBMG","Submitted","Wed Dec 16 09:38:25 PST 2020","Wed Dec 16 10:35:22 PST 2020","Wed Dec 16 13:35:22 PST 2020","","","","3417","100% (4/4)","0% (0/0)","0% (0/0)","Y","delayed","early","Y","YES, these are OPPOSITES"
"32PT7WK7DLE219PTY99OBOS1GUT3D5","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:37 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:37 PST 2020","","","36W0OB37HWDNL2ZIVESOUU84RX7ZHF","A4J4GGMKJ68L0","Submitted","Wed Dec 16 09:37:42 PST 2020","Wed Dec 16 09:39:34 PST 2020","Wed Dec 16 12:39:34 PST 2020","","","","112","100% (1/1)","0% (0/0)","0% (0/0)","Y","early","late","Y","YES, these are OPPOSITES"
"3SMIWMMK604L9923UOAFQL7M0NIWUE","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:49 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:49 PST 2020","","","3WZ36BJEV3FH8DNXPUTAMV4PBOGTBD","A2C2WXXKJOLCZ2","Submitted","Wed Dec 16 09:36:51 PST 2020","Wed Dec 16 09:39:22 PST 2020","Wed Dec 16 12:39:22 PST 2020","","","","151","0% (0/0)","0% (0/0)","0% (0/0)","Y","alive","dead","Y","YES, these are OPPOSITES"
"33K3E8REWVU20C0G1Q5WWC34CYX8X4","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:37 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:37 PST 2020","","","3JW0YLFXRTF1OXP2FQUHWTO9PJGWWM","A4J4GGMKJ68L0","Submitted","Wed Dec 16 09:37:54 PST 2020","Wed Dec 16 09:39:50 PST 2020","Wed Dec 16 12:39:50 PST 2020","","","","116","100% (1/1)","0% (0/0)","0% (0/0)","Y","fast","slow","Y","YES, these are OPPOSITES"
"336OE47KI1JLMOR3ZEKKM795EURWV3","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:49 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:49 PST 2020","","","3KJYX6QCM9A23OPYIH66L1BNGE5JV4","AZLZA0Q87TJZO","Submitted","Wed Dec 16 09:37:27 PST 2020","Wed Dec 16 09:38:50 PST 2020","Wed Dec 16 12:38:50 PST 2020","","","","83","100% (11/11)","0% (0/0)","0% (0/0)","Y","good","bad","Y","YES, these are OPPOSITES"
"3P0I4CQYVX6QW4I6Y2Y6RFFXI1UOWT","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:37 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:37 PST 2020","","","3VJ40NV2QIM1R7C6TZYWSF4OINZTOH","A1Z6F6EIUJFC6T","Submitted","Wed Dec 16 09:37:17 PST 2020","Wed Dec 16 09:38:44 PST 2020","Wed Dec 16 12:38:44 PST 2020","","","","87","100% (29/29)","100% (29/29)","100% (29/29)","Y","slowly","quickly","Y","YES, these are OPPOSITES"
"3YOAVL4CAZGQM6DTQ534CL3AICYZ4K","359956SLTYXX8E66G8EOWFWDQWGRLD","Are these words opposites?","You see two words. Are they opposites?","document, classification, semantics, language, linguistics","$0.10","Wed Dec 16 09:36:37 PST 2020","1","BatchId:4281585;OriginalHitTemplateId:928390860;","3600","10800","Wed Dec 23 09:36:37 PST 2020","","","358010RM5ES3Y8UNZLL7CAJ2RCKVX4","AMWIBULQ4S8K3","Submitted","Wed Dec 16 09:36:58 PST 2020","Wed Dec 16 09:37:11 PST 2020","Wed Dec 16 12:37:11 PST 2020","","","","13","100% (60/60)","100% (48/48)","100% (48/48)","Y","glorious","inglorious","Y","YES, these are OPPOSITES"
